519632796449378304	-3.99
519632825167773696	-3.92
519632853982650370	-2.22
519632882940129280	-.56
519632911473987584	-1.27
519632940183986178	-1.09
519632968730423296	-.70
519632997222330368	-2.02
519633025714253824	-2.46
519633055191793666	-3.51
519633084057010176	-.94
519633113861738496	-3.61
519633143595147264	-3.19
519633172082872323	.00
519633201514291200	-2.87
519633230048133120	2.52
519633258850418690	-2.45
519633288491581440	-2.30
519633318086586368	-2.33
519633347509616640	.32
519633377113026560	-1.82
519633406519296000	-3.54
519633436114317312	-2.79
519633465474428928	-2.81
519633495103000577	-1.36
519633524412796928	-3.03
519633554041339904	-2.58
519633586660470784	-3.02
519633616049958912	-3.44
519633645456207872	-1.67
519633675047038978	-2.87
519633703585071105	-1.91
519633732823547904	-2.83
519633762737328128	.26
519633792625938433	-2.15
519633822095122433	-2.60
519633850666713088	-1.83
519633880022654976	-2.66
519633909483438080	-2.85
519633939032317954	-1.83
519633968715403264	-2.17
519633998041997313	-1.27
519634027473420290	.15
519634056930021376	1.18
519634086361440257	-2.44
519634115834834945	-2.58
519634145446621184	-2.64
519634174706077696	-1.45
519634204372377601	-.98
519634233787035648	-2.63
519634263272996865	-2.47
519634293077716992	-2.82
519634322471387137	2.11
519634351831535616	-3.00
519634382324133891	-.95
519634411889762305	-.89
519634441346355200	-2.46
519634469838270464	3.19
519634499391344640	-1.18
519634529015705601	-2.56
519634557776044032	-.77
519634586314108928	-1.50
519634615925895170	-1.10
519634645399265280	-.58
519634674901995521	-.46
519634704241139714	-3.20
519634733731291136	-1.40
519634763473096704	-1.27
519634792904527873	-3.00
519634822470197249	-1.78
519634852216188929	.56
519634880989106177	-2.31
519634910772883456	2.24
519634940158160896	-2.87
519634969434394625	-2.51
519634999058767872	-2.77
519635028444082176	-2.64
519635057737089024	-2.95
519635087097225218	-3.43
519635116759334912	-3.02
519635146249482242	-2.67
519635175521538048	-2.49
519635204806148097	-2.15
519635234044645376	1.70
519635263274758144	-2.06
519635292806840321	-2.66
519635322238291968	-1.69
519635353653637122	-2.56
519635382862766080	-3.00
519635412134797314	-3.41
519635441432018944	-2.76
519635470708244482	-2.19
519635499921592320	-2.86
519635529155883010	-2.12
519635557626830851	-3.79
519635587041460224	-3.32
519635616372252672	-1.98
519635645803675648	-2.58
519635675193171968	-2.17
519635704742031362	3.87
519635734030872578	-2.10
519635763277746176	-2.54
519635792612691968	-2.06
519635821909917696	-2.35
519635851311980545	-2.60
519635880642760705	1.70
519635910032228353	-2.32
519635939635642369	-3.07
519635968840581121	-.37
519635998238441474	-1.30
519636027577626624	-2.15
519636056170184704	-.97
519636085748412416	-2.18
519636120858923008	-2.24
519636150554591232	-2.87
519636179910529026	-.74
519636209425842176	-2.17
519636238840500224	-.90
519636268599087104	-3.28
519636298248634369	-1.95
519636327663300608	-2.92
519636356348141568	-2.41
519636386761031683	-2.96
