538135575791149056	0.0
539368816242094080	5.0
539370294931378176	5.0
538051208175714304	3.0
539203986948358144	-4.0
539581077950828544	4.0
538131382166650880	5.0
539205721603457025	0.0
538029404421496832	-3.0
537247860879003648	-3.0
538332317354582019	0.0
538336216371175424	1.0
539208426510114817	-4.0
538006599705841665	5.0
538006040231809024	3.0
539576635381792768	0.0
537656935961862145	-3.0
539372080861827072	0.0
539581580910800896	5.0
539206195874394113	4.0
538139385875955712	1.0
539433095578255362	-3.0
538000800271073282	-1.0
537614371774410753	4.0
539434043201564672	-5.0
539491646912868352	1.0
539488013823520769	5.0
537953801492520961	1.0
538049522921127936	3.0
537957059321688065	3.0
538138376634134528	-4.0
539438596533784577	4.0
537952685358841856	0.0
538287852095016960	5.0
539205637755117568	5.0
538051488749469696	-2.0
537652034678579200	-4.0
539581832405471232	5.0
537952014047932416	0.0
539367168195174400	5.0
539487204272517121	5.0
538004948546760704	-2.0
539581860524081152	-3.0
539487288385101825	0.0
539369067992588289	-4.0
539492516626956288	4.0
539199396467208193	1.0
537657523571269632	-4.0
538137985662062592	-1.0
537951733771935744	5.0
538286723764326400	5.0
539581636741177344	5.0
539491423020908544	0.0
538334897598107650	-3.0
538011053108772865	-2.0
538336721306652672	0.0
538007354772815872	-4.0
538138125332406272	0.0
538008977473560576	-5.0
537595019113549825	0.0
538052105840640000	1.0
537955776095346688	-2.0
539487008440455168	-2.0
539204238845702144	5.0
539581161866276865	1.0
537658842218508289	-3.0
539574318519578624	-1.0
538287458170187776	-1.0
537247804750856192	-2.0
539435856420175873	-2.0
539372833580003328	0.0
539360556265013248	4.0
537951400475766784	0.0
537240051751854080	0.0
537599461707743232	0.0
539203736091254784	1.0
538010829137117184	-5.0
539204435483037696	3.0
539577555595300864	3.0
539208090835759104	2.0
539579734989213697	2.0
538287655499616256	1.0
539725870475513856	4.0
537596275831869440	-2.0
537658983046447104	5.0
537651002196123648	0.0
537595801846153216	1.0
539207727092752384	-5.0
539367028277387264	4.0
539485777542262784	-4.0
539370127398289408	5.0
537244811041193984	-5.0
